ITEM NO.|CROSS-REFERENCE NO.|DESCRIPTION|DESCRIPTION 2|ITEM CATEGORY|PRODUCT GROUP|LOCATION|QUANTITY|OE MANUFACTURER|WEIGHT|CUBAGE|HEIGHT|WIDTH|DEPTH|ITEM UPC NO.|COUNTRY OF ORIG|TARIFF NO.|SCHEDULE B CODE
APP41036|3005700C91;3005700C92;3005700C93;3007664C91;3007664C92;3007664C93;3007664C94;3007696C91;3014696C92;5011056R91;5011057R1;5011058R91;5011058R92;5012231R91|AP90015|Reman B3 Turbo, Maxxforce 11/13/15|Turbochargers|Borg Warner||3|ALLIANT POWER|50|4032|12|21|16|843497108244|US|8414800500|8414800500
APP41037|1832666C91;1850493C91;1876116C91;1876116C92;1876116C93;1876116C94;1876116C95;1876116C96;1876117C96;1881102C91;1881102C92;1881102C93;1881102C94;1881104C91;1881104C92;1881104C93;188110C91;5010720R91;5010720R92;5010720R93|AP90016|Reman B2Uv Turbo, Maxxforce Dt466 Mid Mount W/ Act|Turbochargers|Borg Warner||1|ALLIANT POWER|53|4032|12|21|16|843497108251|US|8414800500|8414800500
APP41038|1850495C91;1872258C91;1876118C91;1876118C92;1876118C93;1876118C94;1876118C95;1876118C96;1876448C91;1881105C91;1881105C92;1881105C93;1881106C91;1881106C92;1881106C93;5010704R91;5010722R91;5010722R92;5010722R93|AP90017|Reman B2Uv Turbo, Maxxforce Dt466 Mid Mount W/ Act|Turbochargers|Borg Warner||0|ALLIANT POWER|52|4032|12|21|16|843497108268|US|8414800500|8414800500
APP41039|1877446C91;1877634C91;1877634C92;1877634C93;1877634C94;1877634C95;1877634C96;1881107C91;1881107C92;1881107C93;1883556C91;1883556C92;1883556C93;5010706R91;5010706R92;5010706R93;5010724R91;5010724R92;5010724R93|AP90018|Reman Turbo, Maxxforce Dt466 Mid Mount w/ Actuator|Turbochargers|Borg Warner||0|ALLIANT POWER|52|4032|12|21|16|843497108275|US|8414800500|8414800500
APP41040|1882868C1;1882868C91;1889486C91;1889486C92;1889486C93;1891392C91;1891392C92;1891392C93;1891392C94;1891392C95;1891557C91;1891557C92;1891557C93;1899898C91;1899898C92;1899898C93;1899898C94;5010930;5010930C91;5010930R91;5010931R91;5010932R91|AP90019|Reman B1Ug Hp Turbo, Maxxforce Dt466 W/ Actuator|Turbochargers|Borg Warner||2|ALLIANT POWER|27|2112|12|11|16|843497108282|US|8414800500|8414800500
APP41041|1894539C91;1894539C92;1894539C93;1894539C94;7081879C91;708187C91;7094317C91|AP90020|Reman Lp B2Fs Turbo, Maxxforce Dt570|Turbochargers|Borg Warner||0|ALLIANT POWER|40|4032|12|21|16|843497108299|US|8414800500|8414800500
APP41042|3005380C1;3005699C91;3005699C92;3005699C93;3007665C91;3007665C92;3007665C93;5011054R91;5011054R92|AP90008|2003-12 International Maxxforce 13 Truck Prostar I|Turbochargers|Borg Warner||2|ALLIANT POWER|34|4032|12|21|16|843497108176|US|8414800500|8414800500
APP41086|21238245;2128245;21364706;21366000;21468131;21559604;21559607;21559608;22001084;22001088;22001089;22215685;22215686;22215689;222880308;22880308;22880309;22891442;3791466NX;3791466RX;5355474;5355475;5355484;5355484RX;85003963;85020014;85020018;85021417;85026018;85124588;85128133;85136184;85141058;85141060;85141063;85141064;85141857;85151094;85151095|AP90021|Reman Turbo w/Actuator, Volvo/Mack|Turbochargers|General||0|ALLIANT POWER|50|2744|14|14|14|843497111428|US|8414800500|8414800500
APP41087|20582651;20923257;21168597;21592747;22014305;22883067;5355187;5551888;84151104;85109180;85119660;85151104|AP90022|Reman Turbo w/Actuator, Mack/Volvo|Turbochargers|General||0|ALLIANT POWER|50|2744|14|14|14|843497111435|US|8414800500|8414800500
APP41088|21187866;21354709;21364709;21366004;21366005;21366006;21468127;21468128;2148130;21559601;21559602;21559603;22001081;22001082;220014083;2215682;22215682;22215683;22215684;22880307;2784769;53553341;5355472;5355473;5355483;84151093;85013036;85020015;85021416;85124590;85128092;85128129;85136175;85136176;85136183;85141057;85141059;85151092;85151093|AP90023|Reman Turbo w/Actuator, Volvo/Mack|Turbochargers|General||0|ALLIANT POWER|50|2744|14|14|14|843497111442|US|8414800500|8414800500
APP41089|2840007;2841220;2841221;2841806;2881807;2881807NX;2881807RX;2882004;2882004NX;2882004RX;2882111;2882111000;2882111000RX;288211100NX;2882111RX;3768193;3768193NX;3768193RX;3773568;3773568NX;3773568RX;3795123NX;3795123RX;5454764;5454764NX;5454764RX;5501313;5501313NX;5501313RX;5502825;5502825NX;5502825RX|AP90024|Reman Turbo No Actuator, Cummins Isx|Turbochargers|General||2|ALLIANT POWER|55|2744|14|14|14|843497111459|US|8414800500|8414800500
APP41090|3795157;3796349;3796389;3798514;3798514NX;3798514RX;4309271;4309271NX;4309271RX;5357368;5357368NX;5357368RX;5359598;5458272;5458272RX|AP90025|Reman Turbo No Actuator, Cummins Isx|Turbochargers|General||1|ALLIANT POWER|55|2744|14|14|14|843497111466|US|8414800500|8414800500
APP41091|4089378;4089378NX;4089378RX;4089600;4089600NX;4089600RX;4955462NX;4955462RX|AP90026|Reman Turbo w/Actuator, Cummins Isx|Turbochargers|General||2|ALLIANT POWER|45|2744|14|14|14|843497111473|US|8414800500|8414800500
APP41092|3798515;3798515NX;3798515RX;4309273;4309273NX;4309273RX;5458260;5458260NX;5458260RX|AP90027|Reman Turbo No Actuator, ISX 15 EPA07|Turbochargers|General||0|ALLIANT POWER|55|2744|14|14|14|843497111480|US|8414800500|8414800500
APP41093|2283308;28377772;2839643;2839644;2839645;2839646;2843308;2843333;2843334;2843334RX;2881781;2881781NX;2881781RX;2881987;2881987RX;3799303;3799931;379993100;3799931NX;3799931RX;3881987NX;4309332NX;4309332RX;4309333;4309333NX;4309333RX;4955609;4955609NX;4955609RX;5355835RX;5355853RX;5357726;5357726RX;5357729;5357730;5357731;5357731NX;5357731RX;5357734;5454721NX;5454721RX|AP90028|Reman Turbo Hx35G, Cummins ISL G|Turbochargers|General||0|ALLIANT POWER|35|1728|12|12|12|843497111497|US|8414800500|8414800500
APP41094|2842412;2843888;2843889;2881994;288199400;2881994NX;2881994RX;4089152;4089152NX;4089152RX;4089398;4089398NX;4089398RX;4089551;4089551NX;4089551RX;4955306;4955306NX;4955306RX|AP90029|Reman Turbo w/Actuator, Cummins Isx|Turbochargers|General||0|ALLIANT POWER|70|2744|14|14|14|843497111503|US|8414800500|8414800500
APP41095|1831156;2049933PEX;2049933PRX;2051294PEX;2052194;2052194PRX;2117933;2117933PEX;2117933PRX;5355096|AP90030|Reman Turbo No Actuator, Paccar Mx13|Turbochargers|General||0|ALLIANT POWER|70|2744|14|14|14|843497111510|US|8414800500|8414800500
APP41096|1907281;1907281PEX;1907281PRX;1940999;1940999PEX;1940999PRX;1973273;1973273PE;1973273PEX;1973273PRX;2134455;2134455PEX;2134455PRX;5355091|AP90031|Reman Turbo No Actuator, Paccar MX13|Turbochargers|General||2|ALLIANT POWER|68|2744|14|14|14|843497111527|US|8414800500|8414800500
APP41097|2843821;2882015;2882015NX;2882015RX;2882112;288211200;288211200NX;288211200RX;2882112NX;2882112RX;3795142;5350411RX;5359590;5359595;5359609;5359609NX;5359609RX;5458503;5458503NX;5458503RX|AP90032|Reman Turbo No Actuator, Cummins Isx|Turbochargers|General||0|ALLIANT POWER|55|2744|14|14|14|843497111534|US|8414800500|8414800500
APP41231|12642410;12642429;12642432;12651147;12662187;12671847;12672821;12676608;12677294;12683878;12683985;12688018;12688019;12689094;12691866;12708955;12709175;12841015063|AP0203|Turbocharger Installation Kit, GM L5P L5D|Turbocharger Components|Install Kits||22|ALLIANT POWER|1.4243|258.789|6.625|6.25|6.25|843497112760|DE|8484100000|8501104060
APP41232|2048827;2048827PEX;2128138;2128138PEX;2128139;2128139PEX;2159526;2192476;2206260;2206260PEX;2296205;2296205PEX;2301075;2301075PEX;2301175;2301175PEX;2343157;2343157PEX;2348169;2348169PEX;2348174;2348174PE;2348174PEX;2348174RN;2348191;2348191PEX;2393599;2393599RN;5355872;5452692;5452692PE;5455047;5459130;5459130PEX;5642046;5642046PEX;5642903;5642903PEX;5642905;5642905PEX;5642908;5642908PEX;PAC2348174PE;PAC5452692;PAC5452692PE|AP91001|Reman Turbo Actuator, PACCAR MX11 MX13 EPA17|Turbocharger Components|Actuator||8|ALLIANT POWER|3.7665|52.7344|6.75|1.25|6.25|843497112791|US|8414904190|8414902095
APP41242|10R1888;10R-1888;2289942;228-9942;2316616;231-6616;2321805;232-1805;2321811;232-1811;232-5811;381209|AP90033|Reman Turbocharger, CAT C15 Low Pressure |Turbochargers|General||1|ALLIANT POWER|83|3371.25|15.5|15|14.5|843497112807|US|8414800500|8414800500
APP41243|10R-1887;10R2407;10R-2407;2298828;229-8828;2298829;229-8829;2331589;233-1589;2331592;233-1592;2331596;233-1596;2514819;251-4819;2514820;251-4820;381208;3812086;381-2086|AP90034|Reman Turbocharger, CAT C15 High Pressure|Turbochargers|General||1|ALLIANT POWER|67|3371.25|15.5|15|14.5|843497112913|US|8414800500|8414800500
APP41246|17201E0140;17201E0142;17201E0352;17201E0353;17201E654;S040010440|AP0205|Turbocharger Installation Kit, Hino|Turbocharger Components|Install Kits||9|ALLIANT POWER|1.3389|277.729|6.75|6.33|6.5|843497112944|JP|8484100000|8501104060
APP41249|1848300C92;1848300C93;1848300C94;1848300C95;1848300C96;1848300C97;1848300C98;8C3Z6K682CRM;8C3Z-6K682-CRM;8C3Z6K682ERM;8C3Z-6K682-ERM;TC16RM;TC-16-RM;TC16-RM;TC18RM;TC-18-RM;TC18-RM|AP90035|Reman Turbocharger, HP/LP set Ford 6.4L|Turbochargers|Borg Warner||2|ALLIANT POWER|95|5760|20|24|12|843497112845|CA|8414800500|8414800500
APP41250|1847922;1847922C91;1847922C92;1847922C93;1847922C94;1847922C95;1876541;1876541C;1876541C91;1876541C95;1876542C91;2614062C92;4627126;5010707R91;5010769;5010769C91;5010769R;5010769R1;5010769R91;5010769R92;7091720C1;7091720C2;7092093;7092093C;7092093C91;7092093C92;709209C91|AP90036|Reman Turbocharger, MaxxForce 7 w/ Actuator|Turbochargers|Borg Warner||2|ALLIANT POWER|59|4480|16|20|14|843497112852|CA|8414800500|8414800500
APP41251|1808749C91;1808749C92;1809758C91;1810132C91;1811671C91;1811847C91;4307271R91;4307272R91;735140C91;735341C91;991525C91;991526C91;991528C91;991529C91|AP90037|Reman Turbocharger, Navistar 7.6L DT466|Turbochargers|Borg Warner||1|ALLIANT POWER|28|1200|10|12|10||CA|8414800500|8414800500
APP41252|684698C;684698C91;749282C;749282C91|AP90038|Reman Turbocharger, Navistar 7.6L DT466|Turbochargers|Borg Warner||0|ALLIANT POWER|28|1200|10|12|10|843497112876|CA|8414800500|8414800500
APP41253|3060190;3803553;3803553NX;3803553RX;3803585;3803585NX;3803585RX;3804308;380430800;380430800H;380430800HX;3804308H;3804308NX;3804308RX;3804502|AP90039|Reman Turbocharger, Cummins N14|Turbochargers|Borg Warner||0|ALLIANT POWER|60|3375|15|15|15|843497112883|CA|8414800500|8414800500
APP41254|1831452C95;1831458C91;5010015R92;TC10RM;TC-10-RM;TC10-RM;XC256K682AB;XC2Z6K682AA;XC2Z-6K682-AA;XC2Z6K682AARM;XC2Z-6K682-AARM|AP90040|Reman Turbocharger, Ford 7.3L E-Series 99-03|Turbochargers|Borg Warner||0|ALLIANT POWER|33|2744|14|14|14|843497112890|CA|8414800500|8414800500
APP41255|1882866C1;1889487C91;1889487C92;1889487C93;1889487C94;1891392C91;1891392C92;1891392C93;1891392C94;1891392C95;1899113C1;1899113C2;1899113C3;1899113C91;1899113C92;1899113C93;5010936R91;5010937R1;5010937R91|AP90041|Reman Turbocharger, MaxxForce DT|Turbochargers|Borg Warner||0|ALLIANT POWER|40|6400|20|16|20|843497112906|CA|8414800500|8414800500
APP41275|2517623C91;2517623C92;2517623C93;2517623C94;2517623C95;2517623C96;5012032R91;5012032R92|AP90042|Reman Turbocharger w/ Actuator, A26|Turbochargers|General||4|ALLIANT POWER|5|0|0|0|0||US|8414800500|8414800500
APP41277|5354552;5354552RX;5604188;5604188RX;6411490;6411490RX|AP90043|Reman Turbo, Cummins ISB 6.7L  w/o Actuator|Turbochargers|Holset||4|ALLIANT POWER|45|2744|14|14|14|843497113149|CA|8414800500|8414800500
APP41278|3794429NX;3794429RX;3794430;3794430NX;3794430RX;4352343NX;4352343RX;5327337;5327337NX;5327337RX;5327339;5327339NX;5327339RX;5327358;532735800;5327360;5327360NX;5327360RX|AP90044|Reman Turbo HE351VE, Cummins ISB 6.7L w/o Actuator|Turbochargers|Holset||1|ALLIANT POWER|45|2744|14|14|14|843497113156|CA|8414800500|8414800500
APP41279|4639216;5354524RX;5354524X;5354525;5354525NX;5354525RX;5354526;5354526NX;5354526RX;5354528;5355412;5355412NX;5355412RX;5355413;5355413NX;5355413RX;5355416;5355646NX;5355646RX;5355648NX;5355648RX;5355653NX;5355653RX;5604155RX;5604158;5604158RX;5604160;5604160NX;5604160RX;5604175;5604175NX;5604178;5604178RX;5604180;560418RX;5604973;5604973NX;5604973RX;5604974;5604974NX;5604974RX;5604975;5604975NX;5604975RX;6410989;6410989RX;6410993;6410993RX;6410994RX;6411510;6411510RX;6411512;6411512RX;6411519;6411519NX;6411519RX|AP90045|Reman Turbo, Cummins ISB 6.7L  w/o Actuator|Turbochargers|Holset||0|ALLIANT POWER|45|2744|14|14|14|843497113163|CA|8414800500|8414800500
APP41280|2128138;2128138PE;2128138PEX;2128138PRX;2128139;2128139PEX;2128139PRX;2206206PRX;2206260;2206260PEX;2301075;2301075PE;2301075PEX;2301175;2301175PEX;2301175PRX;2301191;2301191PEX;2343157;2343157PE;2343157PEX;2348169;2348169PE;2348169PEX;2348169PRX;5457476;5457478;5459130;5548355;5642044;5642046;5642905;5642908|AP90046|Reman Turbo, Paccar MX13 EPA 17 w/o Actuator|Turbochargers|Holset||0|ALLIANT POWER|45|2744|14|14|14|843497113170|CA|8414800500|8414800500
APP41281|2843308;2843333;2843334;2881987;2881987NX;2881987RX;3799932RX;4309333;4309333NX;4309333RX;5357735;5357735NX;5357735RX;5357934H;5357934NX;5357934RX;5358320RX;5454659;5454682NX;5454682RX;5454683NX;5454683RX;5454722;5454722RX;5549561|AP90047|Reman Turbo, Cummins ISX15/QSX w/o Actuator|Turbochargers|Holset||1|ALLIANT POWER|45|2744|14|14|14|843497113187|CA|8414800500|8414800500
APP41282|5327132;5351565NX;5351565RX;5351566NX;5351566RX;5358003RX;5358483RX;5454982;5454982RX;5454983;5454984;5458937;545893700;5459711NX;5459711RX|AP90048|Reman Turbocharger, Cummins ISX/QSX 15.0L|Turbochargers|Holset||0|ALLIANT POWER|45|2744|14|14|14|843497113194|CA|8414800500|8414800500
APP41283|BC3Z9T514A|AP0221|Turbocharger Install Kit, Ford 6.7L 11-19|Turbocharger Components|Install Kits||36|ALLIANT POWER|2.942|276.633|2.75|7.25|13.875|843497113200|VN|8484100000|8484100000
APP41289|3778620;3778624;3784301;3785181;3788934;3788938;4034091;4034091NX;4034091RX;4034176;4034176NX;4034176RX;4034310;4034310NX;4034310RX;4034397;4034397NX;4034397RX;5452687;5496045;5496045NX;5496045RX;6382091RX|AP91003|Reman Actuator Kit,Cummins ISC|Turbocharger Components|Actuator||7|ALLIANT POWER|4.6924|1122.86|10.6875|10.25|10.25|843497113255|US|8414904190|8414902095
APP41290|4034188;4034429;4034429RX;5355124;5355724;5356525;5452695;5501185;5501185NX;5501185RX;6374772;6374772RX;6382093;6382093RX|AP91004|Reman Actuator Kit, Cummins ISX15|Turbocharger Components|Actuator||4|ALLIANT POWER|4.7042|1122.86|10.6875|10.25|10.25|843497113262|US|8414904190|8414902095
APP4545|BC3Z9T514A|AP0156|Discontinued  - Turbo Install Kit, Ford 6.7L 11-15|Turbocharger Components|Install Kits||0|ALLIANT POWER|2.25|108|3|3|12|843497101375|US|8484100000|8501104060
APP4637|12642646;1838525C1;1841228C91;1855648C1;3C3Z6F089AA;3C3Z-6F089-AA;5C3Z6F089A;5C3Z-6F089-A;5C3Z6F089AA;5C3Z6F089B;5C3Z-6F089-B;5C3Z6F089BA;5C3Z-6F089-BA;97376382;97387888;98061571;BC3Q6F089AA;BC3Z6F089A;FC3Z6F089A;FC3Z-6F089-A|AP91000|New Turbo VGT/VNT Actuator Solenoid|Turbocharger Components|Actuator||6|ALLIANT POWER|0.85|19.52|2|2|4.88|843497104789|US|8414904190|8414902095
APP5731||AP0162|Turbo Install Kit, 2001-2010 GM 6.6L 01-10|Turbocharger Components|Install Kits||44|ALLIANT POWER|0.1|19.2|0.48|5|8|843497104901|US|8484100000|8501104060
CUM1081||3949530|GASKET TURBOCHARGER|Turbo Repair/Install Comp|General||0|CUMMINS - PARTS|0.036|0.03456|0.001|5.4|6.4||US|8708998180|4009110000
CUM130761||5326680|KIT,ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|57.2|3959.28|16.75|15.5|15.25|||8414800500|8414800500
CUM131531||4034126RX|KIT,TURBOCHARGER ACTUATOR|Turbocharger Components|Actuator||0|CUMMINS - PARTS|5|0|0|0|0|||8414904190|8414902095
CUM131619||4352320NX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM131621||4352524RX|Cummins Reman Turbo Minus Actuator HE451 8.3L ISL|Turbochargers|Holset||0|CUMMINS - PARTS|57|6012.34|19.3|17.7|17.6|||8414800500|8414800500
CUM131776||5325451RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|56|4105.64|17.2|15.5|15.4|||8414800500|8414800500
CUM131777||5326680RX|KIT,ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM131779||5326682RX|KIT,ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|49|3959.28|16.75|15.5|15.25|||8414800500|8414800500
CUM131797||5357368RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM131827||5459710RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM131828||5459711RX|KIT,TURBOCHARGER (NO ACTUATOR)|Turbochargers|General||0|CUMMINS - PARTS|49|2744|14|14|14|||8484900000|8484900000
CUM131832||5501181RX|KIT,TURBOCHARGER ACTUATOR|Turbocharger Components|Actuator||0|CUMMINS - PARTS|5|0|0|0|0|||8414904190|8414902095
CUM13186||5327177RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM13187||5327172RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM13189||5327170RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM13190||5324134RX|KIT ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM13195|5324131;5324131 NX;5324131RX;CUM5324131RX|5324131RX|KIT ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|48.555|4242.97|17.9|15.05|15.75|||8414800500|8414800500
CUM13200||5324121RX|KIT ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM13201||5324121|KIT ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|45|3928.13|16.75|15.13|15.5|||8414800500|8414800500
CUM13202||5324120RX|KIT ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM13205||5322352|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|44|3959.28|16.75|15.5|15.25|||8414800500|8414800500
CUM13214||5321636RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM13217||5321634RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM13220||5321627|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|18.5|2681.62|15|12.88|13.88|||8414800500|8414800500
CUM13221||5321623RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM13225||5321615RX|TURBOCHARGER HE851|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM134323||5321673RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM134354||5357731RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM134367||5457298RX|Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM134375||5301992|Connector, Air Intake|Air Components|General||0|CUMMINS - PARTS|0.61|15.975|1.5|1.5|7.1|||8708915000|8708915000
CUM134386||2870020|AIR COMPRESSOR|Air Components|General||0|CUMMINS - PARTS|65|3610.42|11.5|16.1|19.5|||8708915000|8708915000
CUM134390|2836357;2838154;2840521;3767630;3774640;4309076RX;5350893;5350893H;5355196H;5355196HX;5456815;5456815H;5457297;5457297RX|5457297RX|TURBOCHARGER KIT|Turbo Repair/Install Comp|General||0|CUMMINS - PARTS|68|5195.83|16.625|18.25|17.125|||8708998180|4009110000
CUM134393||5342750|Air Compressor, 2cyl|Air Components|Compressor||0|CUMMINS - PARTS|52.25|4741.5|17.4|12.5|21.8|||8708915000|8708915000
CUM134403||5458386|KIT, TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|56|3959.28|16.75|15.5|15.25|||8414800500|8414800500
CUM134412||5458260RX|Reman Cummins Turbo ISX15 HE400VG Minus Actuator|Turbochargers|Holset||0|CUMMINS - PARTS|60|35832.9|17|14.3|147.4|||8414800500|8414800500
CUM134414||5456746RX|KIT, TUBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134415||5325448RX|Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134420||3798314RX|TURBO CHARGER|Turbochargers|Holset||1|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134428||5458272RX|TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134432||4956137RX|TURBOCHARGER HX83 WTRCOOL|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134454||5633301|KIT, AIR COMPRESSOR - NEW|Air Components|Compressor||0|CUMMINS - PARTS|47|3000|15|10|20|||8708915000|8708915000
CUM134455||5633301RX|KIT, AIR COMPRESSOR - REMAN|Air Components|Compressor||0|CUMMINS - PARTS|0|0|0|0|0|||8708915000|8708915000
CUM134456||5633302RX|AIR COMPRESSOR KIT|Air Components|Compressor||0|CUMMINS - PARTS|37|3375|15|15|15|||8708915000|8708915000
CUM134457||5495919RX|KIT, TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134459||5473184RX|Reman Air Compressor, Cummins|Air Components|Compressor||0|CUMMINS - PARTS|43.1|1840.03|12.63|9.25|15.75|||8708915000|8708915000
CUM134460|3685614;5440813|5440813|Acc Drive Support Gasket|Air Components|General||0|CUMMINS - PARTS|0.005|7.735|0.13|7|8.5|||8708915000|8708915000
CUM134507|3685535;3693798;3695041|3695041|GASKET, TURBCHARGER|Turbo Repair/Install Comp|General||0|CUMMINS - PARTS|0.047|1.85938|0.125|3.5|4.25|||8708998180|4009110000
CUM134511||5564476|TUBE, TURBO OIL SUPPLY|Turbo Repair/Install Comp|General||0|CUMMINS - PARTS|0.3|3.744|0.5|0.72|10.4|||8708998180|4009110000
CUM134520||5603776RX|Turbocharger Actuator (Transit Applications)|Turbocharger Components|Actuator||0|CUMMINS - PARTS|3.81|307.396|6.7|6.2|7.4|||8414904190|8414902095
CUM134569||5458260|KIT, TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|58.9|3934.52|16.7|15.5|15.2|||8414800500|8414800500
CUM134571||5321626|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|16|2681.62|15|12.88|13.88|||8414800500|8414800500
CUM134575||5357735RX|TURBOCHARGER KIT|Turbochargers|Holset||0|CUMMINS - PARTS|35|1728|12|12|12|||8414800500|8414800500
CUM134580||5327359RX|TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134611||5502129|TURBOCHARGER KIT|Turbochargers|General||0|CUMMINS - PARTS|56|6012.34|19.3|17.7|17.6|||8414800500|8414800500
CUM134630||4352224RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134639||5327360RX|Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134679||5322062|Turbocharger Kit|Turbochargers|Holset||0|CUMMINS - PARTS|32.3|3385.02|16.1|14.5|14.5|||8414800500|8414800500
CUM134693||5458386RX|Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|54|3959.28|16.75|15.5|15.25|||8414800500|8414800500
CUM134695||5327360|Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|43|3959.28|16.75|15.5|15.25|||8414800500|8414800500
CUM134696||5458510RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|53|4640.94|17.7|15.2|17.25|||8414800500|8414800500
CUM134739||5496316RX|Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134745||5564049|Turbo Coolant Supply Tube|Turbocharger Components|General||0|CUMMINS - PARTS|0.55|19.25|1|1|19.25|||8484100000|8501104060
CUM134746||5458598RX|TURBOCHARGER KIT|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134747||5327373RX|Turbocharger, w/o Actuator|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134751|4352559;4352559RX;4371784;5458387|5458387RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|64|4205|20|14.5|14.5|||8414800500|8414800500
CUM134753||4352324RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|48|3959.28|16.75|15.5|15.25|||8414800500|8414800500
CUM134761||5458389|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|55.35|4137.08|20.375|14.125|14.375|||8414800500|8414800500
CUM134762||5458389RX|Reman Turbo Kit No Actuator, Cummins ISL/ISC|Turbochargers|Holset||0|CUMMINS - PARTS|55.35|0|0|0|0|||8414800500|8414800500
CUM134763||5455782RX|TURBOCHARGER KIT|Turbocharger Components|Install Kits||0|CUMMINS - PARTS|0|0|0|0|0|||8484100000|8501104060
CUM134764||5455782|TURBOCHARGER KIT|Turbochargers|Holset||0|CUMMINS - PARTS|56|4080.84|19.75|14.5|14.25|||8414800500|8414800500
CUM134769||5458388|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|54|8301.15|21.5|19.8|19.5|||8414800500|8414800500
